"condition","model","id","trial","context","L_index","H_index","left_index","right_index","choice_idx","accuracy","L_outcome","H_outcome","left_outcome","right_outcome"
"standard prompt","gpt-3.5-turbo-0125",24,1,2,4,5,5,4,0,1,26,30,30,26
"standard prompt","gpt-3.5-turbo-0125",24,2,3,6,7,6,7,0,0,32,34,32,34
"standard prompt","gpt-3.5-turbo-0125",24,3,3,6,7,6,7,1,1,32,35,32,35
"standard prompt","gpt-3.5-turbo-0125",24,4,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gpt-3.5-turbo-0125",24,5,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",24,6,0,0,1,0,1,0,0,16,19,16,19
"standard prompt","gpt-3.5-turbo-0125",24,7,2,4,5,5,4,0,1,26,30,30,26
"standard prompt","gpt-3.5-turbo-0125",24,8,1,2,3,3,2,0,1,22,23,23,22
"standard prompt","gpt-3.5-turbo-0125",24,9,3,6,7,6,7,1,1,33,37,33,37
"standard prompt","gpt-3.5-turbo-0125",24,10,0,0,1,1,0,1,0,15,18,18,15
"standard prompt","gpt-3.5-turbo-0125",24,11,0,0,1,1,0,0,1,17,17,17,17
"standard prompt","gpt-3.5-turbo-0125",24,12,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",24,13,3,6,7,7,6,0,1,33,34,34,33
"standard prompt","gpt-3.5-turbo-0125",24,14,0,0,1,1,0,0,1,14,16,16,14
"standard prompt","gpt-3.5-turbo-0125",24,15,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gpt-3.5-turbo-0125",24,16,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gpt-3.5-turbo-0125",24,17,0,0,1,0,1,1,1,14,19,14,19
"standard prompt","gpt-3.5-turbo-0125",24,18,3,6,7,6,7,1,1,34,33,34,33
"standard prompt","gpt-3.5-turbo-0125",24,19,0,0,1,1,0,0,1,15,16,16,15
"standard prompt","gpt-3.5-turbo-0125",24,20,0,0,1,0,1,1,1,14,20,14,20
"standard prompt","gpt-3.5-turbo-0125",24,21,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gpt-3.5-turbo-0125",24,22,3,6,7,7,6,0,1,31,35,35,31
"standard prompt","gpt-3.5-turbo-0125",24,23,3,6,7,7,6,0,1,32,37,37,32
"standard prompt","gpt-3.5-turbo-0125",24,24,2,4,5,5,4,0,1,26,28,28,26
"standard prompt","gpt-3.5-turbo-0125",24,25,0,0,1,1,0,0,1,15,18,18,15
"standard prompt","gpt-3.5-turbo-0125",24,26,3,6,7,7,6,0,1,32,34,34,32
"standard prompt","gpt-3.5-turbo-0125",24,27,0,0,1,0,1,1,1,13,16,13,16
"standard prompt","gpt-3.5-turbo-0125",24,28,2,4,5,5,4,0,1,26,30,30,26
"standard prompt","gpt-3.5-turbo-0125",24,29,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",24,30,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",24,31,3,6,7,6,7,1,1,32,36,32,36
"standard prompt","gpt-3.5-turbo-0125",24,32,1,2,3,3,2,0,1,22,23,23,22
"standard prompt","gpt-3.5-turbo-0125",24,33,2,4,5,4,5,1,1,25,29,25,29
"standard prompt","gpt-3.5-turbo-0125",24,34,2,4,5,5,4,0,1,26,30,30,26
"standard prompt","gpt-3.5-turbo-0125",24,35,2,4,5,4,5,1,1,28,30,28,30
"standard prompt","gpt-3.5-turbo-0125",24,36,1,2,3,2,3,1,1,20,24,20,24
"standard prompt","gpt-3.5-turbo-0125",24,37,1,2,3,2,3,1,1,23,23,23,23
"standard prompt","gpt-3.5-turbo-0125",24,38,1,2,3,2,3,1,1,17,25,17,25
"standard prompt","gpt-3.5-turbo-0125",24,39,2,4,5,4,5,1,1,26,30,26,30
"standard prompt","gpt-3.5-turbo-0125",24,40,3,6,7,7,6,0,1,32,37,37,32
"standard prompt","gpt-3.5-turbo-0125",24,41,3,6,7,6,7,1,1,32,36,32,36
"standard prompt","gpt-3.5-turbo-0125",24,42,0,0,1,0,1,1,1,14,17,14,17
"standard prompt","gpt-3.5-turbo-0125",24,43,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gpt-3.5-turbo-0125",24,44,1,2,3,2,3,1,1,19,24,19,24
"standard prompt","gpt-3.5-turbo-0125",24,45,3,6,7,6,7,1,1,34,36,34,36
"standard prompt","gpt-3.5-turbo-0125",24,46,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",24,47,3,6,7,6,7,1,1,33,34,33,34
"standard prompt","gpt-3.5-turbo-0125",24,48,1,2,3,3,2,0,1,22,23,23,22
"standard prompt","gpt-3.5-turbo-0125",24,49,1,2,3,3,2,0,1,21,24,24,21
"standard prompt","gpt-3.5-turbo-0125",24,50,1,2,3,3,2,0,1,21,25,25,21
"standard prompt","gpt-3.5-turbo-0125",24,51,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",24,52,3,6,7,7,6,0,1,33,37,37,33
"standard prompt","gpt-3.5-turbo-0125",24,53,0,0,1,0,1,1,1,14,18,14,18
"standard prompt","gpt-3.5-turbo-0125",24,54,0,0,1,1,0,0,1,14,18,18,14
"standard prompt","gpt-3.5-turbo-0125",24,55,3,6,7,7,6,0,1,32,35,35,32
"standard prompt","gpt-3.5-turbo-0125",24,56,0,0,1,0,1,1,1,15,20,15,20
"standard prompt","gpt-3.5-turbo-0125",24,57,2,4,5,4,5,1,1,26,31,26,31
"standard prompt","gpt-3.5-turbo-0125",24,58,0,0,1,0,1,1,1,15,17,15,17
"standard prompt","gpt-3.5-turbo-0125",24,59,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gpt-3.5-turbo-0125",24,0,99,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,2,99,0,3,0,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,4,99,0,5,0,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,5,99,0,6,0,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,6,99,0,7,0,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,7,99,1,2,1,2,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,8,99,1,3,1,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,9,99,1,4,1,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,11,99,1,6,1,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,13,99,2,3,2,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,16,99,2,6,2,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,18,99,3,4,3,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,19,99,3,5,3,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,20,99,3,6,3,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,24,99,4,7,7,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,25,99,5,6,5,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,26,99,5,7,7,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,0,0,0,1,0,1,0,0,16,17,16,17
"standard prompt","gpt-3.5-turbo-0125",25,1,0,0,1,1,0,0,1,12,17,17,12
"standard prompt","gpt-3.5-turbo-0125",25,2,3,6,7,6,7,0,0,31,36,31,36
"standard prompt","gpt-3.5-turbo-0125",25,3,0,0,1,0,1,1,1,14,20,14,20
"standard prompt","gpt-3.5-turbo-0125",25,4,1,2,3,2,3,0,0,21,22,21,22
"standard prompt","gpt-3.5-turbo-0125",25,5,1,2,3,3,2,1,0,19,23,23,19
"standard prompt","gpt-3.5-turbo-0125",25,6,0,0,1,0,1,1,1,16,18,16,18
"standard prompt","gpt-3.5-turbo-0125",25,7,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gpt-3.5-turbo-0125",25,8,1,2,3,2,3,1,1,22,22,22,22
"standard prompt","gpt-3.5-turbo-0125",25,9,3,6,7,7,6,0,1,33,36,36,33
"standard prompt","gpt-3.5-turbo-0125",25,10,1,2,3,3,2,0,1,19,23,23,19
"standard prompt","gpt-3.5-turbo-0125",25,11,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gpt-3.5-turbo-0125",25,12,3,6,7,7,6,0,1,32,35,35,32
"standard prompt","gpt-3.5-turbo-0125",25,13,3,6,7,7,6,0,1,32,34,34,32
"standard prompt","gpt-3.5-turbo-0125",25,14,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gpt-3.5-turbo-0125",25,15,2,4,5,4,5,0,0,26,29,26,29
"standard prompt","gpt-3.5-turbo-0125",25,16,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",25,17,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",25,18,2,4,5,4,5,1,1,26,31,26,31
"standard prompt","gpt-3.5-turbo-0125",25,19,2,4,5,4,5,1,1,26,30,26,30
"standard prompt","gpt-3.5-turbo-0125",25,20,3,6,7,6,7,1,1,31,35,31,35
"standard prompt","gpt-3.5-turbo-0125",25,21,1,2,3,2,3,1,1,22,25,22,25
"standard prompt","gpt-3.5-turbo-0125",25,22,3,6,7,7,6,0,1,32,36,36,32
"standard prompt","gpt-3.5-turbo-0125",25,23,2,4,5,4,5,1,1,25,29,25,29
"standard prompt","gpt-3.5-turbo-0125",25,24,2,4,5,5,4,0,1,27,28,28,27
"standard prompt","gpt-3.5-turbo-0125",25,25,1,2,3,2,3,1,1,21,22,21,22
"standard prompt","gpt-3.5-turbo-0125",25,26,1,2,3,3,2,0,1,19,23,23,19
"standard prompt","gpt-3.5-turbo-0125",25,27,3,6,7,6,7,1,1,33,35,33,35
"standard prompt","gpt-3.5-turbo-0125",25,28,3,6,7,6,7,1,1,31,35,31,35
"standard prompt","gpt-3.5-turbo-0125",25,29,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gpt-3.5-turbo-0125",25,30,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gpt-3.5-turbo-0125",25,31,0,0,1,1,0,0,1,15,18,18,15
"standard prompt","gpt-3.5-turbo-0125",25,32,2,4,5,5,4,0,1,27,31,31,27
"standard prompt","gpt-3.5-turbo-0125",25,33,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gpt-3.5-turbo-0125",25,34,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gpt-3.5-turbo-0125",25,35,2,4,5,4,5,1,1,28,30,28,30
"standard prompt","gpt-3.5-turbo-0125",25,36,3,6,7,6,7,1,1,31,35,31,35
"standard prompt","gpt-3.5-turbo-0125",25,37,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",25,38,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",25,39,0,0,1,0,1,1,1,13,17,13,17
"standard prompt","gpt-3.5-turbo-0125",25,40,0,0,1,1,0,0,1,13,16,16,13
"standard prompt","gpt-3.5-turbo-0125",25,41,3,6,7,6,7,1,1,32,35,32,35
"standard prompt","gpt-3.5-turbo-0125",25,42,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gpt-3.5-turbo-0125",25,43,3,6,7,7,6,0,1,32,37,37,32
"standard prompt","gpt-3.5-turbo-0125",25,44,0,0,1,0,1,1,1,14,16,14,16
"standard prompt","gpt-3.5-turbo-0125",25,45,2,4,5,4,5,1,1,26,30,26,30
"standard prompt","gpt-3.5-turbo-0125",25,46,2,4,5,5,4,0,1,26,30,30,26
"standard prompt","gpt-3.5-turbo-0125",25,47,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gpt-3.5-turbo-0125",25,48,0,0,1,1,0,0,1,15,16,16,15
"standard prompt","gpt-3.5-turbo-0125",25,49,3,6,7,7,6,0,1,31,35,35,31
"standard prompt","gpt-3.5-turbo-0125",25,50,1,2,3,3,2,0,1,19,24,24,19
"standard prompt","gpt-3.5-turbo-0125",25,51,2,4,5,5,4,0,1,29,27,27,29
"standard prompt","gpt-3.5-turbo-0125",25,52,2,4,5,5,4,0,1,26,29,29,26
"standard prompt","gpt-3.5-turbo-0125",25,53,3,6,7,6,7,1,1,31,35,31,35
"standard prompt","gpt-3.5-turbo-0125",25,54,3,6,7,7,6,0,1,33,33,33,33
"standard prompt","gpt-3.5-turbo-0125",25,55,3,6,7,7,6,0,1,34,34,34,34
"standard prompt","gpt-3.5-turbo-0125",25,56,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gpt-3.5-turbo-0125",25,57,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",25,58,2,4,5,4,5,1,1,29,30,29,30
"standard prompt","gpt-3.5-turbo-0125",25,59,1,2,3,2,3,1,1,22,24,22,24
"standard prompt","gpt-3.5-turbo-0125",25,0,99,0,1,0,1,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,1,99,0,2,2,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,2,99,0,3,3,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,8,99,1,3,1,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,10,99,1,5,1,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,13,99,2,3,2,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,14,99,2,4,2,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,16,99,2,6,2,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,18,99,3,4,3,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,19,99,3,5,3,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,23,99,4,6,4,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,24,99,4,7,4,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,26,99,5,7,7,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,0,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gpt-3.5-turbo-0125",26,1,2,4,5,5,4,0,1,26,28,28,26
"standard prompt","gpt-3.5-turbo-0125",26,2,2,4,5,5,4,0,1,26,28,28,26
"standard prompt","gpt-3.5-turbo-0125",26,3,3,6,7,6,7,1,1,32,35,32,35
"standard prompt","gpt-3.5-turbo-0125",26,4,1,2,3,2,3,0,0,20,23,20,23
"standard prompt","gpt-3.5-turbo-0125",26,5,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gpt-3.5-turbo-0125",26,6,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gpt-3.5-turbo-0125",26,7,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",26,8,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",26,9,0,0,1,1,0,0,1,15,18,18,15
"standard prompt","gpt-3.5-turbo-0125",26,10,0,0,1,0,1,1,1,16,16,16,16
"standard prompt","gpt-3.5-turbo-0125",26,11,3,6,7,7,6,0,1,32,34,34,32
"standard prompt","gpt-3.5-turbo-0125",26,12,0,0,1,1,0,0,1,15,16,16,15
"standard prompt","gpt-3.5-turbo-0125",26,13,1,2,3,3,2,0,1,21,24,24,21
"standard prompt","gpt-3.5-turbo-0125",26,14,3,6,7,6,7,1,1,32,36,32,36
"standard prompt","gpt-3.5-turbo-0125",26,15,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",26,16,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gpt-3.5-turbo-0125",26,17,0,0,1,1,0,0,1,14,16,16,14
"standard prompt","gpt-3.5-turbo-0125",26,18,3,6,7,6,7,1,1,34,35,34,35
"standard prompt","gpt-3.5-turbo-0125",26,19,0,0,1,0,1,0,0,14,19,14,19
"standard prompt","gpt-3.5-turbo-0125",26,20,3,6,7,7,6,0,1,32,37,37,32
"standard prompt","gpt-3.5-turbo-0125",26,21,0,0,1,1,0,0,1,14,18,18,14
"standard prompt","gpt-3.5-turbo-0125",26,22,2,4,5,5,4,0,1,25,30,30,25
"standard prompt","gpt-3.5-turbo-0125",26,23,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",26,24,1,2,3,2,3,1,1,21,22,21,22
"standard prompt","gpt-3.5-turbo-0125",26,25,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gpt-3.5-turbo-0125",26,26,1,2,3,2,3,1,1,22,23,22,23
"standard prompt","gpt-3.5-turbo-0125",26,27,2,4,5,4,5,1,1,28,28,28,28
"standard prompt","gpt-3.5-turbo-0125",26,28,2,4,5,5,4,0,1,25,30,30,25
"standard prompt","gpt-3.5-turbo-0125",26,29,1,2,3,2,3,1,1,18,23,18,23
"standard prompt","gpt-3.5-turbo-0125",26,30,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gpt-3.5-turbo-0125",26,31,1,2,3,3,2,0,1,22,23,23,22
"standard prompt","gpt-3.5-turbo-0125",26,32,1,2,3,2,3,1,1,19,24,19,24
"standard prompt","gpt-3.5-turbo-0125",26,33,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",26,34,1,2,3,3,2,0,1,21,24,24,21
"standard prompt","gpt-3.5-turbo-0125",26,35,0,0,1,0,1,0,0,15,19,15,19
"standard prompt","gpt-3.5-turbo-0125",26,36,0,0,1,0,1,0,0,16,17,16,17
"standard prompt","gpt-3.5-turbo-0125",26,37,3,6,7,6,7,1,1,31,36,31,36
"standard prompt","gpt-3.5-turbo-0125",26,38,2,4,5,5,4,0,1,28,28,28,28
"standard prompt","gpt-3.5-turbo-0125",26,39,2,4,5,4,5,1,1,26,31,26,31
"standard prompt","gpt-3.5-turbo-0125",26,40,0,0,1,0,1,0,0,14,19,14,19
"standard prompt","gpt-3.5-turbo-0125",26,41,0,0,1,0,1,0,0,14,18,14,18
"standard prompt","gpt-3.5-turbo-0125",26,42,3,6,7,7,6,0,1,33,34,34,33
"standard prompt","gpt-3.5-turbo-0125",26,43,3,6,7,6,7,1,1,33,34,33,34
"standard prompt","gpt-3.5-turbo-0125",26,44,2,4,5,4,5,1,1,24,30,24,30
"standard prompt","gpt-3.5-turbo-0125",26,45,0,0,1,1,0,0,1,14,19,19,14
"standard prompt","gpt-3.5-turbo-0125",26,46,2,4,5,5,4,0,1,26,29,29,26
"standard prompt","gpt-3.5-turbo-0125",26,47,3,6,7,7,6,0,1,32,37,37,32
"standard prompt","gpt-3.5-turbo-0125",26,48,3,6,7,6,7,1,1,32,34,32,34
"standard prompt","gpt-3.5-turbo-0125",26,49,0,0,1,0,1,0,0,14,16,14,16
"standard prompt","gpt-3.5-turbo-0125",26,50,1,2,3,3,2,0,1,19,23,23,19
"standard prompt","gpt-3.5-turbo-0125",26,51,3,6,7,7,6,0,1,32,35,35,32
"standard prompt","gpt-3.5-turbo-0125",26,52,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",26,53,0,0,1,1,0,0,1,14,16,16,14
"standard prompt","gpt-3.5-turbo-0125",26,54,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",26,55,1,2,3,3,2,0,1,20,21,21,20
"standard prompt","gpt-3.5-turbo-0125",26,56,0,0,1,0,1,0,0,15,17,15,17
"standard prompt","gpt-3.5-turbo-0125",26,57,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gpt-3.5-turbo-0125",26,58,3,6,7,6,7,1,1,33,35,33,35
"standard prompt","gpt-3.5-turbo-0125",26,59,3,6,7,6,7,1,1,31,34,31,34
"standard prompt","gpt-3.5-turbo-0125",26,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,2,99,0,3,0,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,3,99,0,4,0,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,5,99,0,6,0,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,6,99,0,7,0,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,8,99,1,3,3,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,13,99,2,3,2,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,16,99,2,6,2,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,17,99,2,7,7,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,18,99,3,4,3,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,22,99,4,5,4,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,23,99,4,6,4,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,24,99,4,7,4,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,25,99,5,6,5,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,26,99,5,7,7,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,27,99,6,7,6,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,0,3,6,7,6,7,0,0,33,36,33,36
"standard prompt","gpt-3.5-turbo-0125",27,1,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gpt-3.5-turbo-0125",27,2,0,0,1,1,0,1,0,14,18,18,14
"standard prompt","gpt-3.5-turbo-0125",27,3,0,0,1,0,1,1,1,13,17,13,17
"standard prompt","gpt-3.5-turbo-0125",27,4,2,4,5,4,5,0,0,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",27,5,3,6,7,7,6,0,1,32,35,35,32
"standard prompt","gpt-3.5-turbo-0125",27,6,2,4,5,4,5,1,1,25,29,25,29
"standard prompt","gpt-3.5-turbo-0125",27,7,1,2,3,3,2,0,1,21,22,22,21
"standard prompt","gpt-3.5-turbo-0125",27,8,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gpt-3.5-turbo-0125",27,9,0,0,1,0,1,1,1,14,18,14,18
"standard prompt","gpt-3.5-turbo-0125",27,10,1,2,3,2,3,1,1,18,23,18,23
"standard prompt","gpt-3.5-turbo-0125",27,11,1,2,3,2,3,1,1,20,26,20,26
"standard prompt","gpt-3.5-turbo-0125",27,12,3,6,7,6,7,1,1,33,36,33,36
"standard prompt","gpt-3.5-turbo-0125",27,13,0,0,1,0,1,1,1,14,18,14,18
"standard prompt","gpt-3.5-turbo-0125",27,14,0,0,1,0,1,1,1,14,19,14,19
"standard prompt","gpt-3.5-turbo-0125",27,15,1,2,3,3,2,0,1,19,23,23,19
"standard prompt","gpt-3.5-turbo-0125",27,16,0,0,1,0,1,1,1,16,19,16,19
"standard prompt","gpt-3.5-turbo-0125",27,17,2,4,5,4,5,1,1,27,31,27,31
"standard prompt","gpt-3.5-turbo-0125",27,18,1,2,3,2,3,1,1,21,23,21,23
"standard prompt","gpt-3.5-turbo-0125",27,19,1,2,3,2,3,1,1,20,23,20,23
"standard prompt","gpt-3.5-turbo-0125",27,20,2,4,5,5,4,0,1,28,30,30,28
"standard prompt","gpt-3.5-turbo-0125",27,21,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",27,22,0,0,1,0,1,1,1,14,17,14,17
"standard prompt","gpt-3.5-turbo-0125",27,23,0,0,1,1,0,0,1,14,16,16,14
"standard prompt","gpt-3.5-turbo-0125",27,24,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gpt-3.5-turbo-0125",27,25,3,6,7,7,6,0,1,32,35,35,32
"standard prompt","gpt-3.5-turbo-0125",27,26,2,4,5,5,4,0,1,27,30,30,27
