"condition","model","id","trial","context","L_index","H_index","left_index","right_index","choice_idx","accuracy","L_outcome","H_outcome","left_outcome","right_outcome"
"standard prompt","gemma-7b",10,53,1,2,3,2,3,0,0,21,25,21,25
"standard prompt","gemma-7b",10,54,2,4,5,4,5,0,0,26,31,26,31
"standard prompt","gemma-7b",10,55,0,0,1,0,1,0,0,15,16,15,16
"standard prompt","gemma-7b",10,56,0,0,1,0,1,0,0,14,17,14,17
"standard prompt","gemma-7b",10,57,3,6,7,6,7,0,0,34,33,34,33
"standard prompt","gemma-7b",10,58,0,0,1,0,1,0,0,14,17,14,17
"standard prompt","gemma-7b",10,59,1,2,3,3,2,0,1,19,24,24,19
"standard prompt","gemma-7b",10,0,99,0,1,1,0,0,1,0,0,0,0
"standard prompt","gemma-7b",10,1,99,0,2,2,0,0,1,0,0,0,0
"standard prompt","gemma-7b",10,2,99,0,3,0,3,0,0,0,0,0,0
"standard prompt","gemma-7b",10,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gemma-7b",10,4,99,0,5,5,0,1,0,0,0,0,0
"standard prompt","gemma-7b",10,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gemma-7b",10,6,99,0,7,7,0,1,0,0,0,0,0
"standard prompt","gemma-7b",10,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gemma-7b",10,8,99,1,3,3,1,0,1,0,0,0,0
"standard prompt","gemma-7b",10,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gemma-7b",10,10,99,1,5,1,5,0,0,0,0,0,0
"standard prompt","gemma-7b",10,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gemma-7b",10,12,99,1,7,1,7,1,1,0,0,0,0
"standard prompt","gemma-7b",10,13,99,2,3,2,3,1,1,0,0,0,0
"standard prompt","gemma-7b",10,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gemma-7b",10,15,99,2,5,2,5,0,0,0,0,0,0
"standard prompt","gemma-7b",10,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gemma-7b",10,17,99,2,7,7,2,0,1,0,0,0,0
"standard prompt","gemma-7b",10,18,99,3,4,3,4,1,1,0,0,0,0
"standard prompt","gemma-7b",10,19,99,3,5,5,3,1,0,0,0,0,0
"standard prompt","gemma-7b",10,20,99,3,6,3,6,1,1,0,0,0,0
"standard prompt","gemma-7b",10,21,99,3,7,3,7,0,0,0,0,0,0
"standard prompt","gemma-7b",10,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gemma-7b",10,23,99,4,6,4,6,0,0,0,0,0,0
"standard prompt","gemma-7b",10,24,99,4,7,7,4,0,1,0,0,0,0
"standard prompt","gemma-7b",10,25,99,5,6,5,6,0,0,0,0,0,0
"standard prompt","gemma-7b",10,26,99,5,7,5,7,1,1,0,0,0,0
"standard prompt","gemma-7b",10,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gemma-7b",11,0,0,0,1,0,1,0,0,15,17,15,17
"standard prompt","gemma-7b",11,1,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gemma-7b",11,2,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gemma-7b",11,3,0,0,1,0,1,1,1,14,17,14,17
"standard prompt","gemma-7b",11,4,3,6,7,6,7,0,0,32,36,32,36
"standard prompt","gemma-7b",11,5,3,6,7,7,6,1,0,32,37,37,32
"standard prompt","gemma-7b",11,6,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gemma-7b",11,7,0,0,1,1,0,0,1,13,16,16,13
"standard prompt","gemma-7b",11,8,3,6,7,6,7,0,0,32,35,32,35
"standard prompt","gemma-7b",11,9,0,0,1,0,1,0,0,16,16,16,16
"standard prompt","gemma-7b",11,10,1,2,3,3,2,0,1,23,24,24,23
"standard prompt","gemma-7b",11,11,0,0,1,0,1,1,1,15,17,15,17
"standard prompt","gemma-7b",11,12,0,0,1,0,1,0,0,14,18,14,18
"standard prompt","gemma-7b",11,13,2,4,5,5,4,0,1,28,29,29,28
"standard prompt","gemma-7b",11,14,1,2,3,3,2,0,1,20,22,22,20
"standard prompt","gemma-7b",11,15,3,6,7,6,7,0,0,33,36,33,36
"standard prompt","gemma-7b",11,16,2,4,5,4,5,1,1,25,32,25,32
"standard prompt","gemma-7b",11,17,1,2,3,3,2,0,1,20,22,22,20
"standard prompt","gemma-7b",11,18,3,6,7,6,7,0,0,32,38,32,38
"standard prompt","gemma-7b",11,19,3,6,7,7,6,1,0,32,36,36,32
"standard prompt","gemma-7b",11,20,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gemma-7b",11,21,2,4,5,4,5,0,0,26,32,26,32
"standard prompt","gemma-7b",11,22,3,6,7,6,7,0,0,33,36,33,36
"standard prompt","gemma-7b",11,23,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gemma-7b",11,24,2,4,5,4,5,1,1,28,28,28,28
"standard prompt","gemma-7b",11,25,3,6,7,7,6,0,1,31,34,34,31
"standard prompt","gemma-7b",11,26,3,6,7,6,7,0,0,32,35,32,35
"standard prompt","gemma-7b",11,27,3,6,7,6,7,0,0,30,36,30,36
"standard prompt","gemma-7b",11,28,2,4,5,4,5,1,1,26,30,26,30
"standard prompt","gemma-7b",11,29,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gemma-7b",11,30,2,4,5,4,5,1,1,26,30,26,30
"standard prompt","gemma-7b",11,31,0,0,1,0,1,0,0,16,17,16,17
"standard prompt","gemma-7b",11,32,1,2,3,2,3,1,1,20,24,20,24
"standard prompt","gemma-7b",11,33,1,2,3,2,3,0,0,20,24,20,24
"standard prompt","gemma-7b",11,34,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gemma-7b",11,35,2,4,5,4,5,1,1,26,30,26,30
"standard prompt","gemma-7b",11,36,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gemma-7b",11,37,1,2,3,2,3,0,0,22,24,22,24
"standard prompt","gemma-7b",11,38,2,4,5,4,5,1,1,25,29,25,29
"standard prompt","gemma-7b",11,39,2,4,5,4,5,1,1,28,27,28,27
"standard prompt","gemma-7b",11,40,3,6,7,6,7,0,0,32,36,32,36
"standard prompt","gemma-7b",11,41,1,2,3,3,2,0,1,20,25,25,20
"standard prompt","gemma-7b",11,42,3,6,7,6,7,0,0,34,38,34,38
"standard prompt","gemma-7b",11,43,2,4,5,4,5,0,0,28,29,28,29
"standard prompt","gemma-7b",11,44,1,2,3,3,2,0,1,21,22,22,21
"standard prompt","gemma-7b",11,45,1,2,3,3,2,0,1,21,24,24,21
"standard prompt","gemma-7b",11,46,2,4,5,4,5,0,0,25,30,25,30
"standard prompt","gemma-7b",11,47,0,0,1,1,0,1,0,16,17,17,16
"standard prompt","gemma-7b",11,48,0,0,1,1,0,0,1,15,18,18,15
"standard prompt","gemma-7b",11,49,3,6,7,7,6,1,0,31,36,36,31
"standard prompt","gemma-7b",11,50,0,0,1,1,0,0,1,13,17,17,13
"standard prompt","gemma-7b",11,51,2,4,5,5,4,0,1,29,30,30,29
"standard prompt","gemma-7b",11,52,0,0,1,0,1,0,0,15,19,15,19
"standard prompt","gemma-7b",11,53,0,0,1,1,0,0,1,13,17,17,13
"standard prompt","gemma-7b",11,54,3,6,7,6,7,0,0,33,36,33,36
"standard prompt","gemma-7b",11,55,1,2,3,3,2,0,1,21,24,24,21
"standard prompt","gemma-7b",11,56,1,2,3,2,3,1,1,21,23,21,23
"standard prompt","gemma-7b",11,57,2,4,5,5,4,1,0,28,29,29,28
"standard prompt","gemma-7b",11,58,3,6,7,7,6,0,1,32,34,34,32
"standard prompt","gemma-7b",11,59,1,2,3,2,3,0,0,23,25,23,25
"standard prompt","gemma-7b",11,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gemma-7b",11,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gemma-7b",11,2,99,0,3,0,3,1,1,0,0,0,0
"standard prompt","gemma-7b",11,3,99,0,4,0,4,1,1,0,0,0,0
"standard prompt","gemma-7b",11,4,99,0,5,0,5,1,1,0,0,0,0
"standard prompt","gemma-7b",11,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gemma-7b",11,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gemma-7b",11,7,99,1,2,1,2,1,1,0,0,0,0
"standard prompt","gemma-7b",11,8,99,1,3,1,3,1,1,0,0,0,0
"standard prompt","gemma-7b",11,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gemma-7b",11,10,99,1,5,1,5,0,0,0,0,0,0
"standard prompt","gemma-7b",11,11,99,1,6,1,6,1,1,0,0,0,0
"standard prompt","gemma-7b",11,12,99,1,7,1,7,1,1,0,0,0,0
"standard prompt","gemma-7b",11,13,99,2,3,2,3,0,0,0,0,0,0
"standard prompt","gemma-7b",11,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gemma-7b",11,15,99,2,5,2,5,0,0,0,0,0,0
"standard prompt","gemma-7b",11,16,99,2,6,2,6,1,1,0,0,0,0
"standard prompt","gemma-7b",11,17,99,2,7,2,7,0,0,0,0,0,0
"standard prompt","gemma-7b",11,18,99,3,4,4,3,1,0,0,0,0,0
"standard prompt","gemma-7b",11,19,99,3,5,3,5,0,0,0,0,0,0
"standard prompt","gemma-7b",11,20,99,3,6,3,6,1,1,0,0,0,0
"standard prompt","gemma-7b",11,21,99,3,7,3,7,0,0,0,0,0,0
"standard prompt","gemma-7b",11,22,99,4,5,4,5,0,0,0,0,0,0
"standard prompt","gemma-7b",11,23,99,4,6,4,6,1,1,0,0,0,0
"standard prompt","gemma-7b",11,24,99,4,7,4,7,1,1,0,0,0,0
"standard prompt","gemma-7b",11,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gemma-7b",11,26,99,5,7,7,5,0,1,0,0,0,0
"standard prompt","gemma-7b",11,27,99,6,7,6,7,0,0,0,0,0,0
"standard prompt","gemma-7b",12,0,0,0,1,0,1,0,0,14,17,14,17
"standard prompt","gemma-7b",12,1,3,6,7,7,6,1,0,33,35,35,33
"standard prompt","gemma-7b",12,2,2,4,5,4,5,0,0,26,29,26,29
"standard prompt","gemma-7b",12,3,3,6,7,6,7,1,1,33,34,33,34
"standard prompt","gemma-7b",12,4,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gemma-7b",12,5,3,6,7,6,7,0,0,31,36,31,36
"standard prompt","gemma-7b",12,6,3,6,7,6,7,1,1,32,34,32,34
"standard prompt","gemma-7b",12,7,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gemma-7b",12,8,0,0,1,1,0,0,1,17,18,18,17
"standard prompt","gemma-7b",12,9,2,4,5,5,4,0,1,25,30,30,25
"standard prompt","gemma-7b",12,10,3,6,7,7,6,0,1,33,36,36,33
"standard prompt","gemma-7b",12,11,0,0,1,0,1,0,0,14,18,14,18
"standard prompt","gemma-7b",12,12,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gemma-7b",12,13,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gemma-7b",12,14,3,6,7,7,6,0,1,32,36,36,32
"standard prompt","gemma-7b",12,15,1,2,3,3,2,0,1,22,23,23,22
"standard prompt","gemma-7b",12,16,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gemma-7b",12,17,1,2,3,3,2,0,1,21,24,24,21
"standard prompt","gemma-7b",12,18,0,0,1,0,1,1,1,14,18,14,18
"standard prompt","gemma-7b",12,19,3,6,7,6,7,1,1,32,34,32,34
"standard prompt","gemma-7b",12,20,0,0,1,0,1,1,1,14,17,14,17
"standard prompt","gemma-7b",12,21,0,0,1,0,1,1,1,14,19,14,19
"standard prompt","gemma-7b",12,22,2,4,5,4,5,1,1,26,31,26,31
"standard prompt","gemma-7b",12,23,2,4,5,4,5,1,1,26,29,26,29
"standard prompt","gemma-7b",12,24,3,6,7,7,6,1,0,33,38,38,33
"standard prompt","gemma-7b",12,25,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gemma-7b",12,26,2,4,5,4,5,1,1,26,30,26,30
"standard prompt","gemma-7b",12,27,0,0,1,1,0,0,1,13,17,17,13
"standard prompt","gemma-7b",12,28,1,2,3,2,3,1,1,22,22,22,22
"standard prompt","gemma-7b",12,29,1,2,3,2,3,0,0,21,24,21,24
"standard prompt","gemma-7b",12,30,3,6,7,7,6,1,0,34,36,36,34
"standard prompt","gemma-7b",12,31,1,2,3,2,3,1,1,20,23,20,23
"standard prompt","gemma-7b",12,32,0,0,1,1,0,0,1,15,16,16,15
"standard prompt","gemma-7b",12,33,1,2,3,2,3,0,0,19,24,19,24
"standard prompt","gemma-7b",12,34,2,4,5,4,5,1,1,26,31,26,31
"standard prompt","gemma-7b",12,35,2,4,5,4,5,0,0,27,30,27,30
"standard prompt","gemma-7b",12,36,3,6,7,6,7,0,0,33,37,33,37
"standard prompt","gemma-7b",12,37,3,6,7,6,7,0,0,34,36,34,36
"standard prompt","gemma-7b",12,38,2,4,5,4,5,1,1,27,31,27,31
"standard prompt","gemma-7b",12,39,1,2,3,3,2,0,1,19,25,25,19
"standard prompt","gemma-7b",12,40,0,0,1,1,0,0,1,13,18,18,13
"standard prompt","gemma-7b",12,41,0,0,1,0,1,1,1,15,16,15,16
"standard prompt","gemma-7b",12,42,3,6,7,6,7,0,0,33,35,33,35
"standard prompt","gemma-7b",12,43,1,2,3,2,3,1,1,21,23,21,23
"standard prompt","gemma-7b",12,44,3,6,7,7,6,1,0,31,36,36,31
"standard prompt","gemma-7b",12,45,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gemma-7b",12,46,2,4,5,5,4,0,1,26,29,29,26
"standard prompt","gemma-7b",12,47,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gemma-7b",12,48,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gemma-7b",12,49,1,2,3,2,3,1,1,23,22,23,22
"standard prompt","gemma-7b",12,50,2,4,5,5,4,0,1,26,32,32,26
"standard prompt","gemma-7b",12,51,0,0,1,0,1,1,1,15,17,15,17
"standard prompt","gemma-7b",12,52,1,2,3,2,3,1,1,19,24,19,24
"standard prompt","gemma-7b",12,53,2,4,5,5,4,0,1,27,31,31,27
"standard prompt","gemma-7b",12,54,0,0,1,0,1,1,1,14,18,14,18
"standard prompt","gemma-7b",12,55,1,2,3,2,3,1,1,20,24,20,24
"standard prompt","gemma-7b",12,56,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gemma-7b",12,57,2,4,5,4,5,1,1,24,30,24,30
"standard prompt","gemma-7b",12,58,3,6,7,6,7,0,0,33,37,33,37
"standard prompt","gemma-7b",12,59,0,0,1,0,1,1,1,14,17,14,17
"standard prompt","gemma-7b",12,0,99,0,1,1,0,0,1,0,0,0,0
"standard prompt","gemma-7b",12,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gemma-7b",12,2,99,0,3,0,3,0,0,0,0,0,0
"standard prompt","gemma-7b",12,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gemma-7b",12,4,99,0,5,0,5,0,0,0,0,0,0
"standard prompt","gemma-7b",12,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gemma-7b",12,6,99,0,7,0,7,0,0,0,0,0,0
"standard prompt","gemma-7b",12,7,99,1,2,2,1,1,0,0,0,0,0
"standard prompt","gemma-7b",12,8,99,1,3,1,3,0,0,0,0,0,0
"standard prompt","gemma-7b",12,9,99,1,4,1,4,0,0,0,0,0,0
"standard prompt","gemma-7b",12,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gemma-7b",12,11,99,1,6,6,1,1,0,0,0,0,0
"standard prompt","gemma-7b",12,12,99,1,7,1,7,0,0,0,0,0,0
"standard prompt","gemma-7b",12,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gemma-7b",12,14,99,2,4,2,4,1,1,0,0,0,0
"standard prompt","gemma-7b",12,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gemma-7b",12,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gemma-7b",12,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gemma-7b",12,18,99,3,4,4,3,0,1,0,0,0,0
"standard prompt","gemma-7b",12,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gemma-7b",12,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gemma-7b",12,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gemma-7b",12,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gemma-7b",12,23,99,4,6,4,6,0,0,0,0,0,0
"standard prompt","gemma-7b",12,24,99,4,7,4,7,0,0,0,0,0,0
"standard prompt","gemma-7b",12,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gemma-7b",12,26,99,5,7,5,7,1,1,0,0,0,0
"standard prompt","gemma-7b",12,27,99,6,7,6,7,0,0,0,0,0,0
"standard prompt","gemma-7b",13,0,2,4,5,5,4,0,1,25,28,28,25
"standard prompt","gemma-7b",13,1,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gemma-7b",13,2,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gemma-7b",13,3,2,4,5,5,4,0,1,27,31,31,27
"standard prompt","gemma-7b",13,4,1,2,3,3,2,0,1,22,22,22,22
"standard prompt","gemma-7b",13,5,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gemma-7b",13,6,3,6,7,7,6,0,1,33,36,36,33
"standard prompt","gemma-7b",13,7,0,0,1,0,1,0,0,14,16,14,16
"standard prompt","gemma-7b",13,8,1,2,3,2,3,1,1,20,23,20,23
"standard prompt","gemma-7b",13,9,2,4,5,4,5,0,0,28,30,28,30
"standard prompt","gemma-7b",13,10,3,6,7,7,6,0,1,33,37,37,33
"standard prompt","gemma-7b",13,11,3,6,7,7,6,0,1,34,35,35,34
"standard prompt","gemma-7b",13,12,0,0,1,0,1,0,0,13,16,13,16
"standard prompt","gemma-7b",13,13,0,0,1,1,0,1,0,15,18,18,15
"standard prompt","gemma-7b",13,14,0,0,1,1,0,0,1,13,18,18,13
"standard prompt","gemma-7b",13,15,0,0,1,1,0,1,0,12,19,19,12
"standard prompt","gemma-7b",13,16,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gemma-7b",13,17,2,4,5,4,5,0,0,26,29,26,29
"standard prompt","gemma-7b",13,18,1,2,3,2,3,1,1,20,25,20,25
"standard prompt","gemma-7b",13,19,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gemma-7b",13,20,3,6,7,7,6,0,1,32,34,34,32
"standard prompt","gemma-7b",13,21,2,4,5,4,5,1,1,25,29,25,29
"standard prompt","gemma-7b",13,22,3,6,7,6,7,1,1,31,36,31,36
"standard prompt","gemma-7b",13,23,3,6,7,7,6,0,1,32,37,37,32
"standard prompt","gemma-7b",13,24,3,6,7,7,6,0,1,32,35,35,32
"standard prompt","gemma-7b",13,25,1,2,3,3,2,0,1,19,23,23,19
"standard prompt","gemma-7b",13,26,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gemma-7b",13,27,0,0,1,0,1,0,0,13,17,13,17
"standard prompt","gemma-7b",13,28,0,0,1,1,0,0,1,14,18,18,14
"standard prompt","gemma-7b",13,29,3,6,7,6,7,1,1,34,35,34,35
"standard prompt","gemma-7b",13,30,0,0,1,1,0,0,1,16,18,18,16
"standard prompt","gemma-7b",13,31,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gemma-7b",13,32,1,2,3,3,2,0,1,22,24,24,22
"standard prompt","gemma-7b",13,33,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gemma-7b",13,34,1,2,3,2,3,1,1,20,23,20,23
"standard prompt","gemma-7b",13,35,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gemma-7b",13,36,3,6,7,7,6,0,1,31,38,38,31
"standard prompt","gemma-7b",13,37,3,6,7,6,7,1,1,32,35,32,35
"standard prompt","gemma-7b",13,38,1,2,3,3,2,0,1,21,21,21,21
"standard prompt","gemma-7b",13,39,0,0,1,0,1,0,0,14,16,14,16
"standard prompt","gemma-7b",13,40,1,2,3,2,3,1,1,20,22,20,22
"standard prompt","gemma-7b",13,41,3,6,7,7,6,0,1,33,34,34,33
"standard prompt","gemma-7b",13,42,1,2,3,2,3,0,0,23,22,23,22
"standard prompt","gemma-7b",13,43,1,2,3,2,3,0,0,20,23,20,23
"standard prompt","gemma-7b",13,44,2,4,5,5,4,0,1,25,30,30,25
"standard prompt","gemma-7b",13,45,2,4,5,4,5,0,0,26,28,26,28
"standard prompt","gemma-7b",13,46,1,2,3,2,3,1,1,22,23,22,23
"standard prompt","gemma-7b",13,47,3,6,7,7,6,0,1,33,36,36,33
"standard prompt","gemma-7b",13,48,3,6,7,7,6,0,1,32,36,36,32
"standard prompt","gemma-7b",13,49,2,4,5,5,4,0,1,28,31,31,28
"standard prompt","gemma-7b",13,50,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gemma-7b",13,51,2,4,5,5,4,0,1,28,29,29,28
"standard prompt","gemma-7b",13,52,2,4,5,4,5,1,1,26,28,26,28
"standard prompt","gemma-7b",13,53,2,4,5,5,4,0,1,28,30,30,28
"standard prompt","gemma-7b",13,54,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gemma-7b",13,55,2,4,5,4,5,0,0,26,30,26,30
"standard prompt","gemma-7b",13,56,3,6,7,6,7,1,1,33,36,33,36
"standard prompt","gemma-7b",13,57,0,0,1,0,1,0,0,15,18,15,18
"standard prompt","gemma-7b",13,58,2,4,5,4,5,0,0,26,30,26,30
"standard prompt","gemma-7b",13,59,0,0,1,0,1,1,1,15,17,15,17
"standard prompt","gemma-7b",13,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gemma-7b",13,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gemma-7b",13,2,99,0,3,0,3,0,0,0,0,0,0
"standard prompt","gemma-7b",13,3,99,0,4,0,4,0,0,0,0,0,0
"standard prompt","gemma-7b",13,4,99,0,5,0,5,0,0,0,0,0,0
"standard prompt","gemma-7b",13,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gemma-7b",13,6,99,0,7,0,7,0,0,0,0,0,0
"standard prompt","gemma-7b",13,7,99,1,2,1,2,0,0,0,0,0,0
"standard prompt","gemma-7b",13,8,99,1,3,3,1,0,1,0,0,0,0
"standard prompt","gemma-7b",13,9,99,1,4,4,1,1,0,0,0,0,0
"standard prompt","gemma-7b",13,10,99,1,5,1,5,0,0,0,0,0,0
"standard prompt","gemma-7b",13,11,99,1,6,1,6,0,0,0,0,0,0
"standard prompt","gemma-7b",13,12,99,1,7,1,7,1,1,0,0,0,0
"standard prompt","gemma-7b",13,13,99,2,3,2,3,0,0,0,0,0,0
"standard prompt","gemma-7b",13,14,99,2,4,2,4,0,0,0,0,0,0
"standard prompt","gemma-7b",13,15,99,2,5,2,5,0,0,0,0,0,0
"standard prompt","gemma-7b",13,16,99,2,6,2,6,0,0,0,0,0,0
"standard prompt","gemma-7b",13,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gemma-7b",13,18,99,3,4,4,3,1,0,0,0,0,0
"standard prompt","gemma-7b",13,19,99,3,5,3,5,1,1,0,0,0,0
"standard prompt","gemma-7b",13,20,99,3,6,6,3,1,0,0,0,0,0
"standard prompt","gemma-7b",13,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gemma-7b",13,22,99,4,5,4,5,0,0,0,0,0,0
"standard prompt","gemma-7b",13,23,99,4,6,4,6,0,0,0,0,0,0
"standard prompt","gemma-7b",13,24,99,4,7,4,7,1,1,0,0,0,0
"standard prompt","gemma-7b",13,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gemma-7b",13,26,99,5,7,5,7,0,0,0,0,0,0
"standard prompt","gemma-7b",13,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gemma-7b",14,0,3,6,7,7,6,0,1,32,34,34,32
"standard prompt","gemma-7b",14,1,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gemma-7b",14,2,3,6,7,7,6,1,0,33,33,33,33
"standard prompt","gemma-7b",14,3,3,6,7,7,6,1,0,33,35,35,33
"standard prompt","gemma-7b",14,4,1,2,3,2,3,0,0,21,22,21,22
"standard prompt","gemma-7b",14,5,3,6,7,6,7,0,0,30,34,30,34
"standard prompt","gemma-7b",14,6,1,2,3,3,2,1,0,18,24,24,18
"standard prompt","gemma-7b",14,7,2,4,5,4,5,0,0,28,30,28,30
"standard prompt","gemma-7b",14,8,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gemma-7b",14,9,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gemma-7b",14,10,0,0,1,1,0,0,1,13,18,18,13
"standard prompt","gemma-7b",14,11,3,6,7,6,7,1,1,33,34,33,34
"standard prompt","gemma-7b",14,12,2,4,5,5,4,0,1,26,31,31,26
"standard prompt","gemma-7b",14,13,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gemma-7b",14,14,2,4,5,5,4,1,0,27,29,29,27
"standard prompt","gemma-7b",14,15,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gemma-7b",14,16,2,4,5,4,5,1,1,28,30,28,30
"standard prompt","gemma-7b",14,17,3,6,7,7,6,1,0,32,35,35,32
"standard prompt","gemma-7b",14,18,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gemma-7b",14,19,1,2,3,3,2,1,0,20,23,23,20
"standard prompt","gemma-7b",14,20,2,4,5,5,4,1,0,24,28,28,24
"standard prompt","gemma-7b",14,21,3,6,7,7,6,0,1,31,36,36,31
"standard prompt","gemma-7b",14,22,2,4,5,5,4,0,1,28,29,29,28
"standard prompt","gemma-7b",14,23,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gemma-7b",14,24,3,6,7,6,7,1,1,32,36,32,36
"standard prompt","gemma-7b",14,25,0,0,1,0,1,1,1,13,17,13,17
"standard prompt","gemma-7b",14,26,0,0,1,0,1,1,1,15,17,15,17
"standard prompt","gemma-7b",14,27,1,2,3,2,3,0,0,21,25,21,25
"standard prompt","gemma-7b",14,28,0,0,1,1,0,0,1,15,18,18,15
"standard prompt","gemma-7b",14,29,2,4,5,5,4,1,0,29,30,30,29
"standard prompt","gemma-7b",14,30,1,2,3,2,3,0,0,20,25,20,25
"standard prompt","gemma-7b",14,31,1,2,3,3,2,0,1,19,25,25,19
"standard prompt","gemma-7b",14,32,0,0,1,0,1,1,1,13,18,13,18
"standard prompt","gemma-7b",14,33,2,4,5,5,4,0,1,28,28,28,28
"standard prompt","gemma-7b",14,34,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gemma-7b",14,35,1,2,3,3,2,1,0,20,23,23,20
"standard prompt","gemma-7b",14,36,0,0,1,0,1,1,1,15,17,15,17
"standard prompt","gemma-7b",14,37,3,6,7,6,7,1,1,34,37,34,37
"standard prompt","gemma-7b",14,38,1,2,3,2,3,0,0,20,24,20,24
"standard prompt","gemma-7b",14,39,3,6,7,7,6,0,1,32,34,34,32
"standard prompt","gemma-7b",14,40,0,0,1,0,1,0,0,14,16,14,16
"standard prompt","gemma-7b",14,41,3,6,7,7,6,0,1,34,37,37,34
"standard prompt","gemma-7b",14,42,1,2,3,3,2,0,1,22,23,23,22
"standard prompt","gemma-7b",14,43,0,0,1,0,1,0,0,14,19,14,19
"standard prompt","gemma-7b",14,44,1,2,3,2,3,0,0,19,22,19,22
"standard prompt","gemma-7b",14,45,3,6,7,7,6,0,1,31,33,33,31
"standard prompt","gemma-7b",14,46,3,6,7,6,7,0,0,34,35,34,35
"standard prompt","gemma-7b",14,47,2,4,5,5,4,1,0,26,30,30,26
"standard prompt","gemma-7b",14,48,1,2,3,3,2,1,0,19,24,24,19
