"condition","model","id","trial","context","L_index","H_index","left_index","right_index","choice_idx","accuracy","L_outcome","H_outcome","left_outcome","right_outcome"
"standard prompt","gpt-3.5-turbo-0125",24,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,5,99,0,6,0,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,8,99,1,3,1,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,10,99,1,5,1,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,11,99,1,6,1,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,13,99,2,3,2,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,18,99,3,4,4,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,24,99,4,7,7,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,25,99,5,6,5,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,26,99,5,7,7,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",24,27,99,6,7,6,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,0,0,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,1,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",25,2,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",25,3,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",25,4,0,0,1,0,1,1,1,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",25,5,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",25,6,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",25,7,3,6,7,6,7,0,0,1,0,1,0
"standard prompt","gpt-3.5-turbo-0125",25,8,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",25,9,0,0,1,0,1,0,0,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",25,10,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",25,11,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",25,12,0,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,13,2,4,5,4,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,14,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",25,15,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",25,16,3,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,17,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",25,18,1,2,3,2,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,19,2,4,5,5,4,0,1,0.1,0,0,0.1
"standard prompt","gpt-3.5-turbo-0125",25,20,0,0,1,0,1,0,0,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",25,21,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",25,22,1,2,3,2,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,23,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",25,24,1,2,3,3,2,0,1,0,-0.1,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",25,25,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",25,26,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,27,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",25,28,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",25,29,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",25,30,1,2,3,2,3,0,0,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",25,31,2,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,32,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",25,33,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",25,34,3,6,7,7,6,0,1,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",25,35,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",25,36,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",25,37,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",25,38,2,4,5,4,5,1,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",25,39,3,6,7,6,7,0,0,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",25,40,3,6,7,6,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,41,2,4,5,4,5,1,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",25,42,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",25,43,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",25,44,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",25,45,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",25,46,0,0,1,1,0,0,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",25,47,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",25,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,2,99,0,3,0,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,5,99,0,6,0,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,8,99,1,3,3,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,9,99,1,4,1,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,10,99,1,5,1,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,12,99,1,7,1,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,14,99,2,4,2,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,15,99,2,5,2,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,16,99,2,6,2,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,17,99,2,7,7,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,18,99,3,4,3,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,19,99,3,5,3,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,21,99,3,7,3,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,24,99,4,7,7,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,26,99,5,7,5,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",25,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,0,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,1,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",26,2,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",26,3,0,0,1,1,0,1,0,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",26,4,3,6,7,6,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,5,2,4,5,5,4,1,0,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,6,0,0,1,0,1,1,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",26,7,0,0,1,0,1,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,8,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",26,9,0,0,1,1,0,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,10,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,11,3,6,7,6,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,12,0,0,1,1,0,1,0,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",26,13,0,0,1,0,1,1,1,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",26,14,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",26,15,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,16,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,17,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,18,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",26,19,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",26,20,3,6,7,6,7,1,1,1,0,1,0
"standard prompt","gpt-3.5-turbo-0125",26,21,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,22,0,0,1,0,1,1,1,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",26,23,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",26,24,2,4,5,4,5,1,1,0.1,0,0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,25,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,26,1,2,3,2,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,27,1,2,3,3,2,1,0,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",26,28,0,0,1,0,1,1,1,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",26,29,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",26,30,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",26,31,1,2,3,3,2,1,0,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",26,32,1,2,3,3,2,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,33,1,2,3,2,3,0,0,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",26,34,2,4,5,4,5,0,0,0.1,0,0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,35,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",26,36,2,4,5,4,5,0,0,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",26,37,0,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,38,2,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,39,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",26,40,0,0,1,0,1,1,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",26,41,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,42,1,2,3,2,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,43,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",26,44,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",26,45,3,6,7,7,6,0,1,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",26,46,0,0,1,1,0,0,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",26,47,3,6,7,7,6,0,1,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",26,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,1,99,0,2,0,2,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,2,99,0,3,3,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,8,99,1,3,1,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,9,99,1,4,1,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,11,99,1,6,1,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,15,99,2,5,2,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,16,99,2,6,2,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,17,99,2,7,7,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,18,99,3,4,4,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,21,99,3,7,3,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,23,99,4,6,4,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,24,99,4,7,7,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,26,99,5,7,5,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",26,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,0,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",27,1,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",27,2,3,6,7,7,6,1,0,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",27,3,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",27,4,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",27,5,2,4,5,4,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,6,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",27,7,2,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,8,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",27,9,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",27,10,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",27,11,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",27,12,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",27,13,3,6,7,6,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,14,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",27,15,1,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,16,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,17,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",27,18,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",27,19,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",27,20,0,0,1,1,0,0,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",27,21,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",27,22,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",27,23,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",27,24,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",27,25,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",27,26,2,4,5,4,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,27,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",27,28,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",27,29,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",27,30,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",27,31,1,2,3,2,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,32,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",27,33,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",27,34,1,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,35,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",27,36,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",27,37,3,6,7,7,6,0,1,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",27,38,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",27,39,3,6,7,6,7,1,1,1,0,1,0
"standard prompt","gpt-3.5-turbo-0125",27,40,0,0,1,1,0,0,1,0,-1,-1,0
"standard prompt","gpt-3.5-turbo-0125",27,41,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",27,42,3,6,7,6,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,43,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,44,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",27,45,0,0,1,1,0,0,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",27,46,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",27,47,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",27,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,2,99,0,3,3,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,4,99,0,5,0,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,5,99,0,6,0,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,8,99,1,3,1,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,10,99,1,5,1,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,11,99,1,6,1,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,18,99,3,4,3,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,22,99,4,5,4,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,23,99,4,6,4,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,24,99,4,7,7,4,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,25,99,5,6,5,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,26,99,5,7,5,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",27,27,99,6,7,6,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",28,0,3,6,7,6,7,0,0,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",28,1,3,6,7,6,7,0,0,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",28,2,1,2,3,2,3,0,0,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",28,3,0,0,1,0,1,1,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",28,4,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",28,5,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",28,6,2,4,5,5,4,1,0,0.1,0,0,0.1
"standard prompt","gpt-3.5-turbo-0125",28,7,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",28,8,0,0,1,0,1,1,1,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",28,9,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",28,10,1,2,3,2,3,1,1,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",28,11,2,4,5,5,4,1,0,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",28,12,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",28,13,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",28,14,1,2,3,2,3,1,1,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",28,15,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",28,16,0,0,1,0,1,1,1,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",28,17,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",28,18,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",28,19,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",28,20,3,6,7,6,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",28,21,1,2,3,2,3,1,1,0,-0.1,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",28,22,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",28,23,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",28,24,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",28,25,0,0,1,1,0,0,1,-1,-1,-1,-1
